refe,h3_cell,loading_status,n_points,centroid_lat,centroid_lng,avg_heading,avg_speed,avg_vertical_speed,avg_height,avg_longitudinal_a,avg_lateral_a,avg_ratius_ot,avg_vehicle_w,avg_tkph_f,avg_tkph_r,avg_slope_percent,transparency
341139VBOX,8c66034b2d463ff,Empty,11,7.911067216448419,-75.54981576908763,98.3,30.06,0.6,97.56,0.03,0.04,,68.3,869.64,794.82,0.0036,0.1379
341139VBOX,8c66034b2d463ff,Loaded,3,7.911067216448419,-75.54981576908763,97.7,24.95,0.53,97.12,0.01,0.03,,974.3,1134.0,1088.33,0.0267,0.0313
341139VBOX,8c66034b2d465ff,Empty,32,7.911198018555907,-75.55009222632911,129.18,28.41,0.09,95.69,0.0,0.02,,68.3,575.56,523.84,0.0006,0.3793
341139VBOX,8c66034b2d465ff,Loaded,11,7.911198018555907,-75.55009222632911,106.54,24.55,0.21,94.87,-0.01,0.0,,974.3,1067.45,1025.91,0.0191,0.1128
341139VBOX,8c66034b2d467ff,Empty,3,7.911058204549778,-75.54998998665017,106.3,33.61,1.07,94.77,0.0,0.09,,68.3,1019.0,939.0,0.0,0.042
341139VBOX,8c66034b2d46bff,Empty,20,7.91121604220584,-75.54974379133732,279.9,29.91,0.09,95.48,0.0,-0.0,,68.3,394.55,358.5,-0.0075,0.2496
341139VBOX,8c66034b2d46bff,Loaded,10,7.91121604220584,-75.54974379133732,282.79,25.91,0.04,94.74,-0.01,-0.01,,974.3,794.7,761.1,0.002,0.1082
341139VBOX,8c66034b2d46dff,Empty,1,7.911346844223852,-75.55002024837292,282.6,35.59,-1.17,97.22,0.01,-0.05,,68.3,164.0,152.0,-0.02,0.0148
341139VBOX,8c66034b2d46dff,Loaded,9,7.911346844223852,-75.55002024837292,321.4,18.13,-0.51,92.98,-0.05,-0.13,,974.3,609.78,578.44,-0.0067,0.0683
341139VBOX,8c66034b2d481ff,Empty,4,7.909957710596354,-75.5488236331985,211.32,29.31,-0.55,95.84,-0.01,-0.07,,68.3,678.25,629.25,0.0,0.0489
341139VBOX,8c66034b2d481ff,Loaded,6,7.909957710596354,-75.5488236331985,359.58,32.1,-0.77,95.32,-0.04,-0.11,,974.3,587.67,556.0,-0.0333,0.0803
341139VBOX,8c66034b2d485ff,Empty,5,7.909948698514972,-75.54899785045161,187.0,26.91,0.5,99.5,0.02,0.05,,68.3,995.2,899.0,0.028,0.0562
341139VBOX,8c66034b2d485ff,Loaded,2,7.909948698514972,-75.54899785045161,189.0,24.58,0.55,98.57,0.0,0.02,,974.3,1298.0,1251.0,0.01,0.0205
341139VBOX,8c66034b2d487ff,Empty,9,7.909808883004765,-75.54889561045394,174.22,27.48,0.47,97.65,0.01,0.06,,68.3,1026.33,939.0,0.0289,0.1033
341139VBOX,8c66034b2d487ff,Loaded,8,7.909808883004765,-75.54889561045394,333.24,30.97,-0.9,97.7,-0.01,-0.06,,974.3,838.0,800.88,-0.0062,0.1033
341139VBOX,8c66034b2d489ff,Loaded,52,7.9101065378698,-75.548751656039,304.9,3.79,-0.02,97.3,0.0,-0.0,,974.3,1298.0,1251.0,0.02,0.086
341139VBOX,8c66034b2d48dff,Empty,10,7.910097525902757,-75.54892587314119,189.57,24.53,0.01,97.96,-0.01,-0.03,,68.3,885.4,809.0,0.018,0.1025
341139VBOX,8c66034b2d48dff,Loaded,8,7.910097525902757,-75.54892587314119,359.29,27.51,-0.12,95.75,-0.0,-0.01,,974.3,874.5,837.12,-0.0188,0.0919
341139VBOX,8c66034b2d497ff,Empty,1,7.909538263652478,-75.54851691314626,291.5,37.91,-2.63,100.43,-0.02,-0.16,,68.3,0.0,0.0,-0.02,0.0158
341139VBOX,8c66034b2d4b1ff,Empty,6,7.9095202392103054,-75.54886534771529,138.47,27.82,2.05,100.13,0.0,0.14,,68.3,1087.33,989.0,0.04,0.0697
341139VBOX,8c66034b2d4b1ff,Loaded,1,7.9095202392103054,-75.54886534771529,136.4,25.65,1.47,100.47,-0.01,0.06,,974.3,1298.0,1251.0,0.05,0.0107
341139VBOX,8c66034b2d4b9ff,Empty,5,7.9096690673237875,-75.5487933704189,167.19,29.92,-0.53,98.77,0.01,-0.04,,68.3,775.6,719.0,0.006,0.0624
341139VBOX,8c66034b2d4b9ff,Loaded,7,7.9096690673237875,-75.5487933704189,329.46,34.38,-2.4,96.97,0.01,-0.12,,974.3,689.14,655.29,-0.0214,0.1003
341139VBOX,8c66034b2d4bbff,Empty,7,7.909529251472041,-75.54869113034651,120.98,30.9,0.52,99.84,-0.01,0.02,,68.3,765.57,693.71,0.0186,0.0902
341139VBOX,8c66034b2d4bbff,Loaded,10,7.909529251472041,-75.54869113034651,314.07,30.85,-1.38,98.55,0.03,-0.08,,974.3,813.6,777.1,-0.011,0.1287
341139VBOX,8c66034b2d4bdff,Empty,2,7.909660055095057,-75.54896758780532,156.35,28.78,1.43,96.28,-0.01,0.16,,68.3,1048.5,944.5,0.045,0.024
341139VBOX,8c66034b2d4bdff,Loaded,1,7.909660055095057,-75.54896758780532,152.3,25.56,0.83,99.63,-0.01,0.15,,974.3,1298.0,1251.0,0.05,0.0107
341139VBOX,8c66034b2d4c1ff,Empty,8,7.910395179723954,-75.54878191880815,93.88,17.74,-0.19,94.8,-0.02,-0.01,,68.3,678.25,629.25,-0.0,0.0595
341139VBOX,8c66034b2d4c1ff,Loaded,7,7.910395179723954,-75.54878191880815,14.02,25.93,-0.31,95.46,0.0,-0.03,,974.3,689.14,655.29,-0.0043,0.0758
341139VBOX,8c66034b2d4c3ff,Loaded,13,7.910255364825139,-75.54867967897543,13.98,5.32,-0.1,97.71,0.01,-0.0,,974.3,1298.0,1251.0,0.02,0.0297
341139VBOX,8c66034b2d4c5ff,Empty,3,7.910386167904266,-75.54895613577702,181.33,24.88,0.13,100.85,0.03,-0.03,,68.3,754.33,659.33,0.02,0.0312
341139VBOX,8c66034b2d4c5ff,Loaded,1,7.910386167904266,-75.54895613577702,181.7,18.0,0.12,97.65,0.05,-0.07,,974.3,1298.0,1251.0,0.01,0.0075
341139VBOX,8c66034b2d4c7ff,Empty,11,7.910246352972422,-75.5488538959267,182.88,20.2,0.09,96.91,-0.0,-0.01,,68.3,1001.64,923.36,0.02,0.093
341139VBOX,8c66034b2d4c7ff,Loaded,11,7.910246352972422,-75.5488538959267,8.12,26.52,-0.14,95.86,-0.0,-0.02,,974.3,778.18,742.09,-0.0082,0.1218
341139VBOX,8c66034b2d4c9ff,Loaded,21,7.910544006157359,-75.54870994178555,308.7,8.2,-0.07,96.74,0.0,-0.01,,974.3,1270.29,1223.9,0.009,0.0731
341139VBOX,8c66034b2d4cbff,Loaded,10,7.910404191462325,-75.54860770200783,104.94,11.03,-0.01,97.06,0.0,0.01,,974.3,1298.0,1251.0,0.01,0.0465
341139VBOX,8c66034b2d4cdff,Empty,16,7.910534994452007,-75.54888415860349,175.19,15.28,0.01,96.92,0.02,0.02,,68.3,830.06,758.44,0.0112,0.1026
341139VBOX,8c66034b2d4cdff,Loaded,16,7.910534994452007,-75.54888415860349,142.11,13.7,0.12,96.86,0.0,0.05,,974.3,1122.62,1079.62,0.0031,0.0921
341139VBOX,8c66034b2d4d5ff,Loaded,5,7.910115549755528,-75.54857743910537,215.7,13.95,-0.27,95.97,-0.0,-0.09,,974.3,1298.0,1251.0,0.004,0.0293
341139VBOX,8c66034b2d4ddff,Loaded,4,7.910264376596517,-75.54850546219275,172.12,13.64,-0.22,96.32,0.01,-0.02,,974.3,1298.0,1251.0,0.0,0.0229
341139VBOX,8c66034b2d501ff,Loaded,1,7.910873329494775,-75.55075883718645,215.5,13.38,1.47,100.05,-0.02,0.01,,974.3,815.0,773.0,0.07,0.0056
341139VBOX,8c66034b2d503ff,Empty,12,7.910733514982059,-75.55065659734474,32.05,24.74,-1.01,96.71,-0.01,-0.0,,68.3,659.92,608.08,-0.0242,0.124
341139VBOX,8c66034b2d503ff,Loaded,40,7.910733514982059,-75.55065659734474,212.41,11.55,1.04,98.87,-0.0,0.0,,974.3,971.55,931.02,0.0738,0.1948
341139VBOX,8c66034b2d507ff,Loaded,3,7.910724502529457,-75.55083081588322,212.3,12.43,1.09,102.15,-0.0,0.01,,974.3,815.0,773.0,0.12,0.0157
341139VBOX,8c66034b2d50bff,Empty,7,7.910882341833048,-75.55058461879888,47.39,23.37,-0.95,94.47,-0.03,-0.01,,68.3,577.43,530.43,-0.0029,0.0684
341139VBOX,8c66034b2d50bff,Loaded,37,7.910882341833048,-75.55058461879888,214.63,12.73,1.15,97.52,-0.01,0.0,,974.3,987.89,947.16,0.0681,0.1983
341139VBOX,8c66034b2d51dff,Empty,4,7.910742527353332,-75.55048237897479,34.12,28.16,-2.73,97.53,-0.02,-0.01,,68.3,1099.0,1040.75,-0.0825,0.047
341139VBOX,8c66034b2d531ff,Empty,12,7.910435860325691,-75.55080055472426,36.14,27.66,-1.32,99.56,0.0,-0.0,,68.3,731.83,681.33,-0.0258,0.1385
341139VBOX,8c66034b2d531ff,Loaded,30,7.910435860325691,-75.55080055472426,211.54,11.98,0.93,101.19,0.0,0.0,,974.3,977.67,938.0,0.0747,0.1514
341139VBOX,8c66034b2d535ff,Loaded,11,7.91042684764445,-75.55097477356455,210.93,12.32,0.93,104.58,0.01,-0.0,,974.3,836.64,796.91,0.1018,0.0571
341139VBOX,8c66034b2d537ff,Empty,12,7.910287032520321,-75.55087253355792,33.46,28.92,-1.67,101.61,0.0,-0.02,,68.3,828.83,777.0,-0.0367,0.1448
341139VBOX,8c66034b2d537ff,Loaded,25,7.910287032520321,-75.55087253355792,210.9,12.81,0.88,102.37,0.0,-0.0,,974.3,1024.64,982.12,0.0812,0.1348
341139VBOX,8c66034b2d539ff,Empty,13,7.91058468781293,-75.55072857598653,33.79,26.52,-1.69,98.96,-0.02,-0.0,,68.3,748.31,693.38,-0.0408,0.1439
341139VBOX,8c66034b2d539ff,Loaded,32,7.91058468781293,-75.55072857598653,212.16,11.72,1.02,100.24,0.0,0.0,,974.3,1001.81,960.66,0.0769,0.1581
341139VBOX,8c66034b2d53dff,Loaded,6,7.910575675246014,-75.55090279467592,210.32,11.54,1.08,103.38,-0.0,0.0,,974.3,801.67,760.5,0.115,0.0292
341139VBOX,8c66034b2d549ff,Empty,10,7.911459622212476,-75.55064514131116,127.2,33.9,0.26,92.67,0.01,0.01,,68.3,824.1,759.1,0.009,0.1413
341139VBOX,8c66034b2d549ff,Loaded,17,7.911459622212476,-75.55064514131116,129.08,24.55,0.46,93.07,0.01,0.0,,974.3,947.35,905.18,0.0306,0.1743
341139VBOX,8c66034b2d54bff,Loaded,3,7.911319808481969,-75.55054290167178,150.3,28.74,0.51,93.58,0.02,-0.16,,974.3,788.33,748.0,0.06,0.036
341139VBOX,8c66034b2d551ff,Empty,44,7.911040180508533,-75.55033842228086,58.02,6.06,-0.4,95.39,-0.04,0.01,,68.3,1028.64,975.25,-0.0273,0.1142
341139VBOX,8c66034b2d551ff,Loaded,2,7.911040180508533,-75.55033842228086,210.35,15.46,1.08,96.69,-0.06,-0.09,,974.3,1266.0,1206.0,0.03,0.013
341139VBOX,8c66034b2d555ff,Empty,5,7.911031168365921,-75.55051264034897,208.78,18.82,0.41,91.18,0.01,0.0,,68.3,438.2,394.6,0.05,0.0394
341139VBOX,8c66034b2d555ff,Loaded,30,7.911031168365921,-75.55051264034897,215.67,14.36,1.25,96.14,-0.03,-0.02,,974.3,1011.4,970.07,0.0587,0.181
341139VBOX,8c66034b2d557ff,Empty,8,7.910891354089997,-75.55041040057985,35.19,23.89,-2.33,95.93,-0.03,-0.0,,68.3,991.12,930.88,-0.0462,0.0799
341139VBOX,8c66034b2d559ff,Empty,24,7.911189006608946,-75.55026644407779,61.52,18.26,-0.06,94.1,0.05,0.03,,68.3,913.17,852.62,-0.0113,0.1836
341139VBOX,8c66034b2d559ff,Loaded,1,7.911189006608946,-75.55026644407779,119.0,24.02,0.66,95.97,-0.01,0.01,,974.3,1052.0,1007.0,0.03,0.01
341139VBOX,8c66034b2d55dff,Empty,3,7.911179994580655,-75.550440661995,242.53,14.12,0.13,91.74,0.01,0.04,,68.3,501.0,457.67,0.0367,0.0178
341139VBOX,8c66034b2d55dff,Loaded,25,7.911179994580655,-75.550440661995,190.15,20.53,1.07,94.42,-0.04,-0.13,,974.3,986.88,947.84,0.0476,0.2148
341139VBOX,8c66034b2d605ff,Empty,6,7.911969177352174,-75.54920968753643,314.83,3.63,0.2,100.47,0.02,0.01,,68.3,424.0,392.0,0.02,0.0095
341139VBOX,8c66034b2d605ff,Loaded,45,7.911969177352174,-75.54920968753643,228.29,3.3,-0.07,97.14,0.0,0.0,,974.3,482.4,450.0,0.0091,0.0652
341139VBOX,8c66034b2d609ff,Loaded,5,7.912127012022054,-75.54896349434367,246.5,15.51,0.06,98.45,0.01,0.02,,974.3,424.0,392.0,0.0,0.0326
341139VBOX,8c66034b2d60dff,Loaded,9,7.912118001086429,-75.5491377105127,245.98,7.79,-0.18,93.22,-0.02,-0.0,,974.3,586.22,553.11,0.0111,0.0298
341139VBOX,8c66034b2d615ff,Loaded,4,7.911698562521158,-75.54883099251197,67.0,17.46,-0.16,96.67,0.0,0.02,,974.3,424.0,392.0,-0.01,0.0293
341139VBOX,8c66034b2d61dff,Loaded,4,7.9118473865486765,-75.54875901574913,37.8,14.82,0.76,97.37,-0.01,0.06,,974.3,424.0,392.0,-0.005,0.0249
341139VBOX,8c66034b2d621ff,Empty,2,7.911811342054161,-75.54945588129551,213.8,11.48,-0.8,89.6,0.03,-0.02,,68.3,669.5,638.0,-0.02,0.0097
341139VBOX,8c66034b2d623ff,Loaded,3,7.911671528929244,-75.54935364187173,97.8,15.74,0.01,98.08,-0.02,0.02,,974.3,424.0,392.0,-0.01,0.0198
341139VBOX,8c66034b2d625ff,Empty,10,7.911802330727189,-75.54963009810346,217.76,13.5,-0.25,89.39,0.02,-0.01,,68.3,669.5,638.0,-0.02,0.0568
341139VBOX,8c66034b2d625ff,Loaded,8,7.911802330727189,-75.54963009810346,32.8,19.16,-0.11,90.7,0.02,-0.03,,974.3,669.5,638.0,0.005,0.0642
341139VBOX,8c66034b2d627ff,Loaded,4,7.911662517569274,-75.54952785866206,96.68,18.62,-0.15,98.32,-0.02,-0.04,,974.3,424.0,392.0,-0.01,0.0312
341139VBOX,8c66034b2d629ff,Empty,37,7.911960166220885,-75.54938390402492,255.72,3.89,-0.09,92.14,0.01,0.01,,68.3,632.76,600.27,-0.0149,0.0626
341139VBOX,8c66034b2d629ff,Loaded,122,7.911960166220885,-75.54938390402492,161.68,1.87,0.01,92.81,-0.0,0.01,,974.3,653.49,622.85,-0.0153,0.1043
341139VBOX,8c66034b2d62bff,Loaded,10,7.9118203532997855,-75.5492816646561,269.7,0.0,0.06,100.38,0.0,0.0,,974.3,424.0,392.0,0.02,0.0008
341139VBOX,8c66034b2d62dff,Empty,15,7.911951155008258,-75.54955812068194,218.92,8.69,-0.43,92.62,0.03,-0.0,,68.3,614.2,582.93,-0.0107,0.0552
341139VBOX,8c66034b2d62dff,Loaded,6,7.911951155008258,-75.54955812068194,55.17,18.93,1.16,91.66,-0.01,-0.07,,974.3,669.5,638.0,0.005,0.0476
341139VBOX,8c66034b2d635ff,Loaded,3,7.91153171563355,-75.54925140241058,83.9,13.86,-0.53,97.54,-0.01,0.04,,974.3,424.0,392.0,-0.01,0.0175
341139VBOX,8c66034b2d639ff,Loaded,5,7.911689551405186,-75.54900520879669,68.44,14.57,0.05,97.1,0.04,0.0,,974.3,424.0,392.0,-0.01,0.0306
341139VBOX,8c66034b2d63dff,Loaded,4,7.911680540207883,-75.54917942524993,75.78,11.86,0.02,97.31,-0.02,0.02,,974.3,424.0,392.0,-0.01,0.02
341139VBOX,8c66034b2d655ff,Loaded,6,7.912136022876342,-75.5487892783432,293.88,14.21,0.0,98.09,0.01,0.09,,974.3,424.0,392.0,0.0,0.0358
341139VBOX,8c66034b2d657ff,Loaded,6,7.911996210258058,-75.54868703908221,350.22,14.23,0.18,97.71,-0.01,0.06,,974.3,424.0,392.0,0.0,0.0359
341139VBOX,8c66034b2d663ff,Empty,8,7.912108990069477,-75.54931192685025,281.89,2.18,0.07,88.46,0.0,0.04,,68.3,716.0,682.0,-0.03,0.0079
341139VBOX,8c66034b2d663ff,Loaded,36,7.912108990069477,-75.54931192685025,170.29,6.13,0.02,93.94,-0.01,0.01,,974.3,595.42,563.33,0.0097,0.0944
341139VBOX,8c66034b2d667ff,Empty,3,7.912099978971187,-75.54948614335635,266.2,10.39,-0.28,100.26,0.03,-0.0,,68.3,424.0,392.0,0.02,0.0132
341139VBOX,8c66034b2d681ff,Loaded,1,7.9109994948297935,-75.54831979509679,96.1,43.21,-0.64,93.49,0.04,-0.02,,974.3,1250.0,1215.0,0.0,0.018
341139VBOX,8c66034b2d683ff,Empty,2,7.910859680779154,-75.54821755550165,280.75,37.99,0.42,96.34,-0.01,-0.02,,68.3,1052.0,1007.0,0.01,0.0317
341139VBOX,8c66034b2d683ff,Loaded,2,7.910859680779154,-75.54821755550165,97.1,41.81,-0.52,96.62,0.03,-0.02,,974.3,1052.0,1007.0,-0.01,0.0348
341139VBOX,8c66034b2d685ff,Empty,120,7.9109904835487725,-75.5484940112934,179.04,6.83,-0.0,94.34,0.0,0.01,,68.3,399.22,356.81,0.0204,0.3496
341139VBOX,8c66034b2d685ff,Loaded,2,7.9109904835487725,-75.5484940112934,96.2,40.64,-0.54,95.26,0.04,0.01,,974.3,1151.0,1111.0,-0.01,0.0338
341139VBOX,8c66034b2d687ff,Empty,2,7.910850669465132,-75.54839177168064,280.25,36.86,0.48,96.59,-0.0,0.0,,68.3,1052.0,1007.0,0.01,0.0307
341139VBOX,8c66034b2d687ff,Loaded,1,7.910850669465132,-75.54839177168064,96.2,40.51,-0.56,96.77,0.02,0.01,,974.3,1052.0,1007.0,-0.01,0.0169
341139VBOX,8c66034b2d68dff,Empty,55,7.911139308709641,-75.54842203465455,146.81,13.1,-0.02,93.92,-0.01,0.03,,68.3,303.96,272.67,0.016,0.303
341139VBOX,8c66034b2d691ff,Empty,1,7.910728877823465,-75.54794109987637,277.4,37.96,-0.24,96.1,0.0,0.01,,68.3,1052.0,1007.0,0.01,0.0158
341139VBOX,8c66034b2d69bff,Empty,2,7.910737889007853,-75.54776688405215,277.2,38.42,-0.3,96.2,0.0,-0.03,,68.3,1052.0,1007.0,0.015,0.032
341139VBOX,8c66034b2d69dff,Empty,2,7.9108686920118565,-75.54804333949124,276.7,38.03,-0.25,96.04,0.0,-0.01,,68.3,1052.0,1007.0,0.01,0.0317
341139VBOX,8c66034b2d69dff,Loaded,1,7.9108686920118565,-75.54804333949124,99.4,43.08,-0.56,96.4,0.02,-0.04,,974.3,1052.0,1007.0,-0.01,0.0179
341139VBOX,8c66034b2d6a1ff,Empty,7,7.910832646593089,-75.54874020454426,29.43,8.85,-0.33,94.37,-0.01,-0.01,,68.3,0.0,0.0,-0.02,0.0262
341139VBOX,8c66034b2d6a1ff,Loaded,41,7.910832646593089,-75.54874020454426,10.92,5.18,-0.08,93.65,-0.0,0.01,,974.3,617.56,585.51,-0.0029,0.0914
341139VBOX,8c66034b2d6a5ff,Empty,10,7.9108236350350865,-75.54891442122889,177.2,14.57,0.1,95.01,-0.05,-0.09,,68.3,1156.7,1060.7,0.013,0.0612
341139VBOX,8c66034b2d6a5ff,Loaded,7,7.9108236350350865,-75.54891442122889,199.4,9.26,-0.14,95.72,-0.02,-0.04,,974.3,1298.0,1251.0,0.0,0.0274
341139VBOX,8c66034b2d6a7ff,Empty,24,7.910683820681611,-75.5488121815259,199.97,10.17,0.05,95.79,0.01,0.01,,68.3,805.12,741.54,0.0033,0.1031
341139VBOX,8c66034b2d6a7ff,Loaded,13,7.910683820681611,-75.5488121815259,22.9,17.26,-0.3,95.84,-0.07,-0.01,,974.3,739.0,703.77,-0.0023,0.0941
341139VBOX,8c66034b2d6a9ff,Empty,45,7.910981472186441,-75.54866822765854,294.73,20.59,0.05,95.34,0.0,-0.04,,68.3,352.69,319.31,0.0062,0.3877
341139VBOX,8c66034b2d6a9ff,Loaded,4,7.910981472186441,-75.54866822765854,79.3,32.39,-0.59,93.37,0.02,0.04,,974.3,1067.0,1029.75,-0.0075,0.054
341139VBOX,8c66034b2d6abff,Empty,2,7.910841658069776,-75.54856598802816,276.65,24.54,0.43,97.04,0.0,-0.06,,68.3,670.0,633.0,0.005,0.0205
341139VBOX,8c66034b2d6abff,Loaded,1,7.910841658069776,-75.54856598802816,97.2,38.4,-0.78,96.96,0.03,0.02,,974.3,1052.0,1007.0,-0.01,0.016
341139VBOX,8c66034b2d6adff,Empty,41,7.910972460742763,-75.54884244419226,281.3,23.84,-0.06,95.38,-0.0,-0.02,,68.3,478.39,432.93,0.0059,0.4084
341139VBOX,8c66034b2d6adff,Loaded,24,7.910972460742763,-75.54884244419226,304.45,18.49,-0.13,95.43,0.02,0.03,,974.3,829.54,793.29,-0.0038,0.1859
341139VBOX,8c66034b2d6b5ff,Loaded,2,7.910553017781398,-75.54853572513615,160.95,12.39,-0.03,96.2,-0.01,-0.06,,974.3,1298.0,1251.0,0.0,0.0104
341139VBOX,8c66034b2d6c1ff,Empty,4,7.911436958076954,-75.5482780816647,261.85,26.66,1.02,92.15,-0.06,0.12,,68.3,209.0,189.0,0.0475,0.0445
341139VBOX,8c66034b2d6c3ff,Empty,28,7.911297144604702,-75.54817584221692,355.78,25.88,0.09,91.93,-0.0,-0.05,,68.3,320.32,287.04,0.0007,0.3027
341139VBOX,8c66034b2d6c5ff,Empty,1,7.9114279470576365,-75.54845229757707,235.6,24.84,0.92,94.77,-0.06,0.2,,68.3,164.0,152.0,0.05,0.0104
341139VBOX,8c66034b2d6c7ff,Empty,34,7.9112881335523655,-75.54835005811165,268.07,22.93,-0.04,92.64,-0.0,-0.04,,68.3,323.12,289.26,0.0029,0.3259
341139VBOX,8c66034b2d6cbff,Empty,2,7.911445969014937,-75.54810386592088,275.9,30.15,1.14,93.42,-0.04,0.04,,68.3,226.0,205.5,0.045,0.0252
341139VBOX,8c66034b2d6d9ff,Empty,29,7.911315166465372,-75.5478274109331,274.77,30.08,-0.06,90.65,0.02,-0.01,,68.3,315.9,283.03,0.0062,0.3638
341139VBOX,8c66034b2d6dbff,Empty,3,7.911175352888364,-75.54772517148321,99.4,33.43,-1.14,91.44,0.02,0.0,,68.3,397.33,361.33,-0.0533,0.0418
341139VBOX,8c66034b2d6ddff,Empty,28,7.9113061555757,-75.54800162649073,7.55,29.09,-0.15,91.28,0.01,-0.02,,68.3,289.0,258.82,0.0011,0.3398
341139VBOX,8c66034b2d6e3ff,Empty,7,7.911130297461635,-75.54859625086878,168.51,4.92,0.31,96.53,-0.02,0.0,,68.3,164.0,152.0,0.05,0.0148
341139VBOX,8c66034b2d6ebff,Empty,6,7.911279122418707,-75.54852427417495,210.86,20.72,0.77,94.3,-0.04,0.14,,68.3,260.17,236.17,0.0417,0.052
341139VBOX,8c66034b2d711ff,Empty,7,7.911644494605349,-75.54987629274834,265.66,17.94,-0.09,89.97,-0.01,-0.05,,68.3,662.86,631.71,-0.0157,0.0526
341139VBOX,8c66034b2d711ff,Loaded,8,7.911644494605349,-75.54987629274834,72.9,18.62,0.11,94.17,-0.0,-0.02,,974.3,571.62,540.25,-0.0075,0.0624
341139VBOX,8c66034b2d713ff,Loaded,1,7.911504681210631,-75.54977405323433,73.5,15.57,0.35,87.24,-0.01,0.05,,974.3,716.0,682.0,0.0,0.0065
341139VBOX,8c66034b2d715ff,Empty,12,7.911635483001379,-75.55005051004424,242.28,15.86,-0.14,91.81,-0.02,0.03,,68.3,604.25,572.83,-0.0125,0.0798
341139VBOX,8c66034b2d717ff,Loaded,11,7.911495669573669,-75.54994827051264,60.03,16.13,-0.44,92.21,0.03,-0.06,,974.3,611.0,578.91,-0.0055,0.0744
341139VBOX,8c66034b2d71bff,Empty,8,7.911653506127981,-75.54970207562091,238.84,17.36,0.11,89.59,0.01,-0.06,,68.3,669.5,638.0,-0.02,0.0582
341139VBOX,8c66034b2d71bff,Loaded,11,7.911653506127981,-75.54970207562091,56.44,16.65,-0.01,92.74,0.0,0.04,,974.3,592.91,560.55,0.0018,0.0768
341139VBOX,8c66034b2d71dff,Empty,4,7.911784307829254,-75.54997853222494,198.22,19.01,-0.53,97.57,0.03,0.01,,68.3,424.0,392.0,-0.02,0.0318
341139VBOX,8c66034b2d721ff,Empty,3,7.911748261057368,-75.5506754024902,308.13,33.09,-0.92,93.07,0.01,-0.0,,68.3,1101.33,1051.67,-0.03,0.0414
341139VBOX,8c66034b2d723ff,Empty,18,7.911608447701478,-75.55057316294317,308.72,32.12,-0.81,92.75,0.02,-0.01,,68.3,589.06,554.0,-0.0256,0.2411
341139VBOX,8c66034b2d723ff,Loaded,5,7.911608447701478,-75.55057316294317,130.34,24.92,0.23,92.65,0.0,0.01,,974.3,1324.0,1283.2,0.024,0.052
341139VBOX,8c66034b2d725ff,Empty,36,7.911739249161059,-75.55084962047782,311.5,33.51,-0.27,92.43,0.01,-0.01,,68.3,643.22,598.31,-0.0111,0.5029
341139VBOX,8c66034b2d725ff,Loaded,31,7.911739249161059,-75.55084962047782,131.29,22.55,0.33,92.55,0.02,0.0,,974.3,1059.71,1018.39,0.0229,0.2923
341139VBOX,8c66034b2d727ff,Empty,28,7.911599435772178,-75.55074738091318,303.02,32.93,-0.17,93.35,0.02,0.0,,68.3,658.46,610.21,-0.0054,0.3844
341139VBOX,8c66034b2d727ff,Loaded,27,7.911599435772178,-75.55074738091318,130.2,23.95,0.4,92.69,0.01,0.0,,974.3,1008.3,966.56,0.0237,0.2703
341139VBOX,8c66034b2d731ff,Empty,5,7.9114776460557374,-75.55029670557487,242.16,15.21,-0.16,92.75,0.08,-0.06,,68.3,556.0,527.0,-0.022,0.0319
341139VBOX,8c66034b2d733ff,Empty,28,7.911337832391222,-75.55019446597068,239.7,23.19,-0.01,94.79,0.03,-0.02,,68.3,459.25,425.89,-0.0068,0.2715
341139VBOX,8c66034b2d733ff,Loaded,6,7.911337832391222,-75.55019446597068,108.55,24.71,0.67,94.51,-0.0,-0.01,,974.3,1128.33,1089.83,0.0167,0.0619
341139VBOX,8c66034b2d735ff,Empty,39,7.911468634174773,-75.55047092335874,310.87,30.08,-0.41,93.34,0.02,0.0,,68.3,679.23,635.41,-0.0123,0.4894
341139VBOX,8c66034b2d735ff,Loaded,23,7.911468634174773,-75.55047092335874,130.26,24.51,0.67,93.48,-0.0,-0.02,,974.3,1112.87,1071.17,0.0335,0.2355
341139VBOX,8c66034b2d737ff,Empty,36,7.911328820477255,-75.55036868373696,316.08,27.49,-0.15,94.47,0.02,0.0,,68.3,732.83,685.47,-0.0136,0.4131
341139VBOX,8c66034b2d737ff,Loaded,21,7.911328820477255,-75.55036868373696,142.99,23.43,0.75,94.17,-0.01,-0.07,,974.3,1119.0,1076.38,0.0362,0.2056
341139VBOX,8c66034b2d73bff,Empty,23,7.911486657855371,-75.5501224879595,213.71,8.32,-0.14,91.51,-0.04,0.02,,68.3,598.83,566.96,-0.0143,0.0812
341139VBOX,8c66034b2d73bff,Loaded,11,7.911486657855371,-75.5501224879595,26.6,14.13,-0.16,93.59,-0.01,-0.09,,974.3,584.45,552.55,-0.0064,0.0653
341139VBOX,8c66034b2d751ff,Empty,3,7.912081956530581,-75.54983457687415,258.27,15.82,-0.55,99.07,0.02,0.05,,68.3,424.0,392.0,-0.02,0.0199
341139VBOX,8c66034b2d753ff,Empty,1,7.911942143714287,-75.54973233750749,271.2,15.05,-0.09,99.4,-0.02,0.01,,68.3,424.0,392.0,-0.02,0.0063
