refe,h3_cell,loading_status,n_points,centroid_lat,centroid_lng,avg_heading,avg_speed,avg_vertical_speed,avg_height,avg_longitudinal_a,avg_lateral_a,avg_ratius_ot,avg_vehicle_w,avg_tkph_f,avg_tkph_r,avg_slope_percent,transparency
341139VBOX,8c66034b261c1ff,Loaded,3,7.895019268154108,-75.5514615896749,76.13,22.95,0.77,140.11,0.01,-0.01,,974.3,1385.33,1323.67,0.0267,0.0288
341139VBOX,8c66034b261c3ff,Empty,6,7.894879432787732,-75.55135934456189,256.03,28.94,-0.86,136.94,0.07,0.04,,68.3,933.0,857.33,-0.03,0.0725
341139VBOX,8c66034b261c3ff,Loaded,7,7.894879432787732,-75.55135934456189,80.13,25.07,0.81,134.65,0.0,-0.01,,974.3,1367.14,1318.29,0.0271,0.0733
341139VBOX,8c66034b261c7ff,Empty,7,7.894870411207795,-75.55153357264157,256.31,32.72,-1.07,136.0,0.04,-0.01,,68.3,878.14,799.14,-0.03,0.0955
341139VBOX,8c66034b261c7ff,Loaded,11,7.894870411207795,-75.55153357264157,75.97,24.4,0.49,135.11,0.01,-0.01,,974.3,1394.45,1344.0,0.0291,0.1122
341139VBOX,8c66034b261cbff,Empty,3,7.895028289619757,-75.55128736174615,263.3,25.58,-0.69,137.27,0.05,0.09,,68.3,933.0,857.33,-0.03,0.032
341139VBOX,8c66034b261cbff,Loaded,6,7.895028289619757,-75.55128736174615,79.48,24.53,0.71,138.56,0.0,-0.01,,974.3,1443.67,1386.83,0.0217,0.0615
341139VBOX,8c66034b261d1ff,Empty,33,7.894748618782565,-75.55108287151792,324.68,7.94,-0.14,136.73,-0.03,-0.0,,68.3,430.97,364.88,-0.0382,0.1112
341139VBOX,8c66034b261d1ff,Loaded,10,7.894748618782565,-75.55108287151792,166.69,14.08,0.24,139.64,0.0,0.06,,974.3,591.6,517.8,0.008,0.0592
341139VBOX,8c66034b261d3ff,Empty,13,7.894608783108069,-75.55098062634774,341.53,19.64,-0.28,137.24,0.0,0.02,,68.3,312.0,268.38,-0.0277,0.1069
341139VBOX,8c66034b261d3ff,Loaded,5,7.894608783108069,-75.55098062634774,149.94,18.2,-0.08,139.67,0.03,0.03,,974.3,591.6,517.8,0.008,0.0381
341139VBOX,8c66034b261d7ff,Loaded,2,7.894599761543167,-75.5511548542237,157.05,16.58,0.03,138.86,0.02,0.04,,974.3,549.0,450.0,0.02,0.0139
341139VBOX,8c66034b261d9ff,Empty,10,7.894897475703997,-75.5510108889081,339.27,13.08,-0.3,137.05,0.04,-0.0,,68.3,124.0,112.6,-0.02,0.055
341139VBOX,8c66034b261d9ff,Loaded,8,7.894897475703997,-75.5510108889081,220.62,21.26,-0.29,137.83,-0.07,0.08,,974.3,787.12,713.12,0.0125,0.0711
341139VBOX,8c66034b261ddff,Empty,12,7.8948884542864635,-75.55118511665073,294.29,14.82,-0.28,136.46,0.02,0.1,,68.3,481.17,412.67,-0.035,0.0747
341139VBOX,8c66034b261ddff,Loaded,6,7.8948884542864635,-75.55118511665073,141.19,20.45,0.08,135.83,-0.02,0.05,,974.3,959.0,893.5,0.0183,0.0514
341139VBOX,8c66034b261e1ff,Empty,6,7.894852367804318,-75.55188202930648,258.65,34.7,-1.25,135.34,-0.0,0.02,,68.3,933.0,857.33,-0.03,0.0868
341139VBOX,8c66034b261e1ff,Loaded,10,7.894852367804318,-75.55188202930648,71.18,22.11,0.93,135.46,-0.0,-0.01,,974.3,1396.1,1342.5,0.038,0.0924
341139VBOX,8c66034b261e5ff,Empty,3,7.894843345980779,-75.55205625789169,255.47,35.25,-1.71,134.58,0.01,0.03,,68.3,933.0,857.33,-0.05,0.0441
341139VBOX,8c66034b261e5ff,Loaded,1,7.894843345980779,-75.55205625789169,69.8,20.58,1.18,139.7,-0.02,0.02,,974.3,1263.0,1206.0,0.04,0.0086
341139VBOX,8c66034b261e7ff,Empty,1,7.894703510311469,-75.55195401267093,256.5,34.28,-1.52,135.7,0.01,0.02,,68.3,620.0,563.0,-0.06,0.0143
341139VBOX,8c66034b261e7ff,Loaded,8,7.894703510311469,-75.55195401267093,68.65,23.73,1.27,132.97,-0.02,0.01,,974.3,1400.0,1348.38,0.0425,0.0793
341139VBOX,8c66034b261ebff,Empty,6,7.89486138954666,-75.55170780088976,259.23,34.64,-1.0,135.9,0.01,-0.02,,68.3,933.0,857.33,-0.03,0.0866
341139VBOX,8c66034b261ebff,Loaded,13,7.89486138954666,-75.55170780088976,73.01,22.84,0.61,135.68,0.01,-0.01,,974.3,1374.23,1322.77,0.0308,0.1241
341139VBOX,8c66034b26291ff,Empty,3,7.895416210234409,-75.54940112940287,162.86,16.43,0.33,141.69,-0.05,0.08,,68.3,645.0,569.0,-0.01,0.0207
341139VBOX,8c66034b26291ff,Loaded,1,7.895416210234409,-75.54940112940287,66.0,32.01,-0.17,134.05,-0.03,0.02,,974.3,1395.0,1333.0,0.0,0.0133
341139VBOX,8c66034b26293ff,Empty,11,7.895276375639383,-75.54929888459348,111.45,7.43,0.21,141.94,-0.02,0.05,,68.3,645.0,569.0,-0.01,0.0348
341139VBOX,8c66034b26295ff,Empty,2,7.895407189809383,-75.54957535534439,247.05,26.56,-0.15,141.12,0.0,-0.04,,68.3,1630.0,1559.0,0.0,0.0222
341139VBOX,8c66034b26295ff,Loaded,7,7.895407189809383,-75.54957535534439,66.37,32.93,-0.3,137.76,-0.0,0.02,,974.3,1369.57,1314.57,-0.0057,0.0961
341139VBOX,8c66034b26299ff,Empty,11,7.89556506496958,-75.5493291483843,230.62,24.7,0.07,139.63,0.0,0.01,,68.3,1050.0,977.91,-0.0036,0.1135
341139VBOX,8c66034b26299ff,Loaded,8,7.89556506496958,-75.5493291483843,62.34,32.56,-0.02,137.77,-0.01,0.01,,974.3,1383.5,1332.5,-0.0075,0.1086
341139VBOX,8c66034b2629bff,Empty,12,7.895425230578235,-75.5492269036299,321.2,5.98,-0.28,140.34,0.01,0.0,,68.3,645.0,569.0,-0.01,0.0307
341139VBOX,8c66034b2629dff,Empty,2,7.895556044658848,-75.54950337417488,241.5,26.54,0.07,141.14,0.01,-0.04,,68.3,1630.0,1559.0,0.0,0.0222
341139VBOX,8c66034b2629dff,Loaded,6,7.895556044658848,-75.54950337417488,62.75,33.11,-0.22,139.12,0.0,0.02,,974.3,1379.67,1332.33,-0.01,0.0828
341139VBOX,8c66034b262b1ff,Loaded,2,7.895249314021406,-75.54982156287085,70.45,32.66,-0.2,134.5,0.02,0.0,,974.3,1395.0,1333.0,0.0,0.0272
341139VBOX,8c66034b262b5ff,Empty,4,7.8952402933196675,-75.54999578930041,251.98,31.58,0.12,141.14,-0.0,0.02,,68.3,1464.0,1405.0,0.005,0.0527
341139VBOX,8c66034b262b5ff,Loaded,7,7.8952402933196675,-75.54999578930041,70.83,30.99,0.02,137.61,0.02,0.01,,974.3,1400.71,1350.57,-0.0057,0.0905
341139VBOX,8c66034b262b9ff,Empty,3,7.895398169303158,-75.54974958145445,250.93,26.4,0.03,141.26,0.0,-0.01,,68.3,1630.0,1559.0,0.0,0.0331
341139VBOX,8c66034b262b9ff,Loaded,9,7.895398169303158,-75.54974958145445,68.06,32.66,-0.3,138.38,0.01,0.02,,974.3,1394.33,1346.44,-0.0067,0.1226
341139VBOX,8c66034b262bdff,Empty,2,7.89538914871571,-75.54992380773308,252.35,27.98,0.08,141.44,0.02,-0.0,,68.3,1630.0,1559.0,0.0,0.0234
341139VBOX,8c66034b262bdff,Loaded,4,7.89538914871571,-75.54992380773308,69.45,31.56,-0.12,140.81,0.02,0.01,,974.3,1350.5,1300.75,-0.005,0.0527
341139VBOX,8c66034b262d3ff,Empty,4,7.895713919386756,-75.54925716746169,230.21,28.41,0.15,140.82,-0.05,-0.02,,68.3,891.25,816.5,-0.0033,0.0474
341139VBOX,8c66034b262d3ff,Loaded,3,7.895713919386756,-75.54925716746169,60.83,32.85,0.05,139.05,-0.01,0.01,,974.3,1379.67,1332.33,-0.0067,0.0411
341139VBOX,8c66034b2674dff,Empty,18,7.8952853960163,-75.54912465883812,268.85,3.19,-0.2,140.98,0.01,0.01,,68.3,645.0,569.0,-0.01,0.0253
341139VBOX,8c66034b26801ff,Loaded,6,7.894455405461597,-75.55394252315651,94.28,35.88,0.28,126.76,0.0,0.02,,974.3,1429.33,1366.0,0.0167,0.0897
341139VBOX,8c66034b26805ff,Loaded,7,7.894446382516313,-75.554116753897,97.71,36.01,0.33,126.1,0.0,0.05,,974.3,1403.14,1346.86,0.0143,0.105
341139VBOX,8c66034b26809ff,Empty,2,7.894604264529424,-75.55387053803601,278.25,31.64,-0.64,127.78,-0.02,0.0,,68.3,1630.0,1559.0,-0.01,0.0264
341139VBOX,8c66034b2680bff,Empty,1,7.894464428325696,-75.55376829258451,278.1,32.31,-0.51,127.98,0.01,-0.01,,68.3,1630.0,1559.0,-0.02,0.0135
341139VBOX,8c66034b2680bff,Loaded,4,7.894464428325696,-75.55376829258451,94.0,36.3,0.42,127.04,0.01,-0.0,,974.3,1479.5,1414.25,0.015,0.0605
341139VBOX,8c66034b2680dff,Empty,2,7.894595241698402,-75.55404476862559,275.85,31.13,-0.45,127.64,0.0,0.02,,68.3,1630.0,1559.0,-0.01,0.026
341139VBOX,8c66034b26829ff,Loaded,5,7.894437359489817,-75.55429098480596,102.14,36.5,0.54,124.97,0.0,0.03,,974.3,1356.0,1312.4,0.012,0.076
341139VBOX,8c66034b26853ff,Empty,2,7.894482473810272,-75.55341983194593,278.65,31.01,-0.96,128.65,-0.02,-0.02,,68.3,1630.0,1559.0,-0.02,0.0259
341139VBOX,8c66034b26853ff,Loaded,3,7.894482473810272,-75.55341983194593,94.6,35.38,0.86,130.8,-0.01,-0.01,,974.3,1385.33,1323.67,0.0233,0.0442
341139VBOX,8c66034b26857ff,Empty,3,7.89447345110858,-75.55359406218098,277.4,31.75,-0.81,128.14,0.02,0.0,,68.3,1630.0,1559.0,-0.02,0.0397
341139VBOX,8c66034b26857ff,Loaded,5,7.89447345110858,-75.55359406218098,93.72,36.17,0.59,128.26,-0.0,0.0,,974.3,1436.2,1372.6,0.02,0.0754
341139VBOX,8c66034b26863ff,Empty,3,7.894586218786175,-75.55421899938364,278.03,32.15,-0.44,127.47,0.01,-0.02,,68.3,1630.0,1559.0,-0.01,0.0402
341139VBOX,8c66034b26863ff,Loaded,2,7.894586218786175,-75.55421899938364,100.85,35.04,0.72,129.18,-0.02,0.02,,974.3,1446.5,1382.5,0.01,0.0292
341139VBOX,8c66034b26865ff,Empty,1,7.894717031925052,-75.55449547577695,289.8,33.69,-0.43,127.1,0.01,-0.07,,68.3,1630.0,1559.0,-0.01,0.014
341139VBOX,8c66034b26867ff,Empty,2,7.894577195792749,-75.55439323031014,283.95,33.0,-0.49,127.2,0.01,-0.04,,68.3,1630.0,1559.0,-0.01,0.0275
341139VBOX,8c66034b26867ff,Loaded,7,7.894577195792749,-75.55439323031014,104.51,35.74,0.28,125.62,0.01,0.03,,974.3,1403.14,1346.86,0.0129,0.1043
341139VBOX,8c66034b26941ff,Loaded,8,7.894829798617591,-75.55512041510204,126.59,32.44,0.1,124.06,0.02,-0.0,,974.3,1335.5,1291.62,0.0025,0.1082
341139VBOX,8c66034b26949ff,Empty,2,7.894978657645645,-75.55504842906208,303.95,34.1,-0.29,126.8,0.01,0.0,,68.3,1630.0,1559.0,0.0,0.0284
341139VBOX,8c66034b2694bff,Empty,2,7.894838821788506,-75.55494618363501,305.1,33.86,-0.46,126.86,-0.01,0.01,,68.3,1630.0,1559.0,0.0,0.0282
341139VBOX,8c66034b2694bff,Loaded,7,7.894838821788506,-75.55494618363501,125.07,33.31,0.01,125.06,0.01,0.03,,974.3,1403.14,1346.86,0.0043,0.0972
341139VBOX,8c66034b2694dff,Loaded,9,7.894969634507797,-75.55522266054668,125.99,31.03,-0.1,124.73,0.03,-0.01,,974.3,1410.89,1357.67,0.0011,0.1165
341139VBOX,8c66034b26951ff,Loaded,2,7.894559149562295,-75.5547416926686,114.35,34.81,0.26,121.12,0.01,0.06,,974.3,1320.5,1282.5,0.005,0.029
341139VBOX,8c66034b26959ff,Empty,2,7.894708008883484,-75.5546697068895,295.85,33.98,-0.42,127.04,0.0,-0.06,,68.3,1630.0,1559.0,-0.005,0.0283
341139VBOX,8c66034b26959ff,Loaded,2,7.894708008883484,-75.5546697068895,114.1,33.8,0.33,128.75,0.0,0.08,,974.3,1446.5,1382.5,0.005,0.0282
341139VBOX,8c66034b2695bff,Loaded,9,7.8945681727181185,-75.55456746140514,108.74,35.07,0.27,124.8,0.01,0.06,,974.3,1368.22,1321.33,0.01,0.1316
341139VBOX,8c66034b2695dff,Loaded,8,7.894698985760718,-75.5548439381705,120.05,33.94,0.2,124.78,0.01,0.05,,974.3,1383.5,1332.5,0.005,0.1132
341139VBOX,8c66034b26a81ff,Loaded,7,7.894518563805057,-75.55272291269065,72.21,34.59,1.39,129.31,-0.01,0.02,,974.3,1403.14,1346.86,0.0471,0.1009
341139VBOX,8c66034b26a85ff,Empty,1,7.8945095414281665,-75.55289714225174,256.5,35.32,-1.59,129.75,-0.15,-0.05,,68.3,1630.0,1559.0,-0.02,0.0147
341139VBOX,8c66034b26a85ff,Loaded,5,7.8945095414281665,-75.55289714225174,74.66,33.68,0.91,130.22,0.0,0.06,,974.3,1436.2,1372.6,0.04,0.0702
341139VBOX,8c66034b26a8bff,Loaded,7,7.89452758610076,-75.55254868329807,71.36,33.83,1.82,128.97,-0.03,0.01,,974.3,1400.71,1350.57,0.06,0.0987
341139VBOX,8c66034b26aa1ff,Loaded,3,7.894351660155626,-75.55314335644319,87.83,34.73,0.93,128.47,-0.01,0.05,,974.3,1429.33,1366.0,0.03,0.0434
341139VBOX,8c66034b26aa5ff,Loaded,2,7.89434263750206,-75.55331758649218,94.25,34.08,1.27,130.56,-0.03,0.02,,974.3,1446.5,1382.5,0.025,0.0284
341139VBOX,8c66034b26aa9ff,Empty,2,7.8945005189700685,-75.5530713719813,258.7,31.64,-1.02,129.5,-0.05,-0.03,,68.3,1630.0,1559.0,-0.02,0.0264
341139VBOX,8c66034b26aa9ff,Loaded,3,7.8945005189700685,-75.5530713719813,82.37,32.87,0.77,130.47,-0.01,0.06,,974.3,1507.67,1441.33,0.0333,0.0411
341139VBOX,8c66034b26aabff,Loaded,3,7.894360682728,-75.55296912656269,81.7,35.56,0.83,127.11,-0.01,0.08,,974.3,1351.0,1290.67,0.0267,0.0445
341139VBOX,8c66034b26aadff,Empty,2,7.894491496430778,-75.55324560187938,269.75,32.04,-0.88,129.12,0.01,-0.12,,68.3,1630.0,1559.0,-0.02,0.0267
341139VBOX,8c66034b26aadff,Loaded,3,7.894491496430778,-75.55324560187938,90.77,35.06,0.87,128.23,-0.02,0.06,,974.3,1429.33,1366.0,0.0233,0.0438
341139VBOX,8c66034b26ad1ff,Empty,2,7.8946854663546295,-75.55230247031174,252.7,37.06,-2.76,133.57,0.02,0.01,,68.3,620.0,563.0,-0.06,0.0309
341139VBOX,8c66034b26ad1ff,Loaded,10,7.8946854663546295,-75.55230247031174,71.32,27.98,2.15,132.73,-0.04,0.01,,974.3,1396.1,1342.5,0.056,0.1168
341139VBOX,8c66034b26ad5ff,Loaded,5,7.894676444254413,-75.5524766993849,70.6,30.57,2.11,132.9,-0.03,-0.0,,974.3,1406.4,1352.4,0.054,0.0637
341139VBOX,8c66034b26ad7ff,Loaded,2,7.894536608315254,-75.552374454074,71.7,32.7,2.1,126.84,-0.04,-0.02,,974.3,1395.0,1333.0,0.06,0.0273
341139VBOX,8c66034b26adbff,Empty,4,7.894694488373652,-75.55212824140708,253.55,36.14,-2.07,134.3,0.02,0.02,,68.3,1107.25,1032.75,-0.0525,0.0602
341139VBOX,8c66034b26adbff,Loaded,10,7.894694488373652,-75.55212824140708,71.36,24.86,1.82,134.05,-0.04,0.0,,974.3,1396.1,1342.5,0.056,0.1038
341139VBOX,8c66034b26b27ff,Empty,1,7.895118493332145,-75.55515067445178,303.3,34.53,-0.28,126.8,0.01,0.0,,68.3,1630.0,1559.0,0.0,0.0144
341139VBOX,8c66034b26b37ff,Empty,2,7.8948478448782105,-75.55477195233644,303.25,34.26,-0.34,127.0,0.0,-0.06,,68.3,1630.0,1559.0,0.0,0.0286
341139VBOX,8c66034b26e09ff,Empty,42,7.893751721870447,-75.55071561025082,170.27,3.11,-0.02,144.03,0.0,-0.0,,68.3,0.0,0.0,-0.0357,0.0576
341139VBOX,8c66034b26e09ff,Loaded,15,7.893751721870447,-75.55071561025082,19.3,2.89,-0.1,145.69,-0.02,0.0,,974.3,591.6,517.8,-0.052,0.0192
341139VBOX,8c66034b26e0bff,Loaded,42,7.89361188493561,-75.55061336478374,145.01,3.38,-0.05,145.6,0.0,-0.01,,974.3,549.0,450.0,-0.0669,0.0622
341139VBOX,8c66034b26e41ff,Empty,11,7.8940404170068215,-75.5507458730987,339.89,16.53,-1.01,141.57,0.05,0.01,,68.3,318.82,276.27,-0.0482,0.0762
341139VBOX,8c66034b26e43ff,Empty,25,7.893900580446247,-75.55064362772401,336.69,9.29,-0.49,143.06,0.02,-0.01,,68.3,261.44,229.64,-0.034,0.0983
341139VBOX,8c66034b26e47ff,Empty,8,7.893891558634699,-75.5508178556805,81.38,3.72,-0.12,143.23,-0.02,0.0,,68.3,0.0,0.0,-0.04,0.013
341139VBOX,8c66034b26e49ff,Empty,3,7.894189275060961,-75.55067389061287,332.8,18.9,-1.02,141.33,0.04,0.0,,68.3,413.33,375.33,-0.04,0.0237
341139VBOX,8c66034b26e49ff,Loaded,7,7.894189275060961,-75.55067389061287,130.38,14.07,1.05,143.6,0.0,-0.01,,974.3,569.29,482.29,0.06,0.0414
341139VBOX,8c66034b26e4bff,Empty,5,7.894049438704075,-75.55057164529315,174.47,14.14,0.31,142.79,-0.0,-0.04,,68.3,124.0,112.6,0.032,0.0297
341139VBOX,8c66034b26e4bff,Loaded,7,7.894049438704075,-75.55057164529315,143.64,14.22,0.74,144.79,0.0,-0.02,,974.3,569.29,482.29,0.06,0.0418
341139VBOX,8c66034b26e4dff,Empty,5,7.894180253396801,-75.55084811843605,333.9,22.19,-1.12,140.34,0.02,0.01,,68.3,453.4,382.6,-0.054,0.0464
341139VBOX,8c66034b26e51ff,Loaded,2,7.893769765478531,-75.55036715454156,183.4,12.72,0.8,146.57,0.02,-0.03,,974.3,549.0,450.0,0.06,0.0107
341139VBOX,8c66034b26e55ff,Empty,11,7.893760743715092,-75.55054138231192,331.62,5.38,-0.2,144.09,0.05,-0.0,,68.3,587.73,511.64,-0.0536,0.0254
341139VBOX,8c66034b26e55ff,Loaded,88,7.893760743715092,-75.55054138231192,236.34,2.78,0.02,145.25,0.0,-0.01,,974.3,603.06,536.03,-0.0457,0.1087
341139VBOX,8c66034b26e57ff,Loaded,2,7.893620906813337,-75.55043913686245,218.35,16.13,0.34,146.98,0.04,-0.13,,974.3,549.0,450.0,0.06,0.0135
341139VBOX,8c66034b26e5dff,Empty,3,7.8939096021765955,-75.55046939993605,204.14,13.88,0.46,143.28,0.0,-0.08,,68.3,0.0,0.0,0.05,0.0175
341139VBOX,8c66034b26e5dff,Loaded,13,7.8939096021765955,-75.55046939993605,170.57,11.72,0.48,145.85,-0.0,-0.03,,974.3,587.23,510.85,0.06,0.0642
341139VBOX,8c66034b27421ff,Loaded,1,7.89662507798956,-75.54847683497862,2.3,33.63,0.21,139.08,-0.02,0.06,,974.3,1630.0,1559.0,0.0,0.014
341139VBOX,8c66034b27425ff,Empty,7,7.8966160586413645,-75.54865105937549,183.66,35.62,-0.18,136.09,-0.06,-0.02,,68.3,1284.29,1226.57,0.0057,0.1039
341139VBOX,8c66034b27425ff,Loaded,3,7.8966160586413645,-75.54865105937549,5.93,33.85,-0.52,140.21,-0.0,0.05,,974.3,1385.33,1323.67,-0.0067,0.0423
341139VBOX,8c66034b27427ff,Empty,3,7.896476225708963,-75.54854881502365,186.2,32.43,-0.14,134.83,-0.06,-0.04,,68.3,1123.0,1064.0,0.0033,0.0406
341139VBOX,8c66034b27427ff,Loaded,4,7.896476225708963,-75.54854881502365,8.5,34.88,-0.56,137.96,0.02,0.02,,974.3,1442.25,1389.0,-0.01,0.0582
341139VBOX,8c66034b2742dff,Empty,2,7.896764910718267,-75.54857907927547,181.85,36.74,-0.24,135.8,-0.02,-0.02,,68.3,821.0,775.5,-0.01,0.0306
341139VBOX,8c66034b2742dff,Loaded,5,7.896764910718267,-75.54857907927547,337.63,34.02,-0.36,139.66,0.0,0.03,,974.3,1267.0,1196.0,0.004,0.0709
341139VBOX,8c66034b27465ff,Loaded,8,7.897053594831566,-75.54860934347587,147.54,33.77,-0.13,139.98,-0.0,0.0,,974.3,1015.5,944.5,0.0,0.1126
341139VBOX,8c66034b27467ff,Loaded,2,7.896913762477163,-75.54850709927139,197.7,34.47,-0.41,139.6,0.02,-0.03,,974.3,1446.5,1382.5,0.005,0.0287
341139VBOX,8c66034b2746dff,Loaded,6,7.8972024460687615,-75.54853736351275,26.19,33.89,0.24,139.43,0.0,-0.01,,974.3,1300.17,1237.67,0.0383,0.0848
341139VBOX,8c66034b2751bff,Empty,3,7.896467206246463,-75.54872303957147,189.5,31.45,-0.33,136.61,-0.02,-0.06,,68.3,1090.67,1036.67,0.01,0.0394
341139VBOX,8c66034b2755bff,Empty,2,7.896904743276365,-75.54868132353495,180.25,36.84,-0.43,138.38,-0.02,-0.0,,68.3,1298.0,1251.0,0.0,0.0307
341139VBOX,8c66034b2755bff,Loaded,2,7.896904743276365,-75.54868132353495,178.7,34.52,-0.36,139.9,0.02,0.02,,974.3,584.5,506.5,-0.005,0.0288
341139VBOX,8c66034b275a5ff,Empty,2,7.895574085199106,-75.54915492276228,321.15,29.21,-0.05,137.11,0.03,-0.1,,68.3,1020.0,951.0,-0.015,0.0244
341139VBOX,8c66034b275a5ff,Loaded,2,7.895574085199106,-75.54915492276228,58.65,29.12,-0.11,133.8,0.0,0.03,,974.3,1395.0,1333.0,0.0,0.0243
341139VBOX,8c66034b275a9ff,Loaded,3,7.8957319595360005,-75.54890871668808,54.53,30.32,-0.07,135.63,0.01,0.05,,974.3,1473.33,1408.33,0.0,0.0379
341139VBOX,8c66034b275adff,Empty,8,7.895722939501978,-75.54908294199059,229.91,27.86,-0.09,138.54,0.01,-0.02,,68.3,1201.88,1131.25,-0.0025,0.093
341139VBOX,8c66034b275adff,Loaded,10,7.895722939501978,-75.54908294199059,59.28,31.58,-0.24,138.33,-0.01,0.02,,974.3,1396.1,1342.5,-0.005,0.1317
341139VBOX,8c66034b275c5ff,Empty,10,7.896178520193767,-75.54869277540158,202.75,31.92,-0.34,136.53,0.02,-0.04,,68.3,1095.6,1033.2,0.0111,0.1331
341139VBOX,8c66034b275c5ff,Loaded,8,7.896178520193767,-75.54869277540158,22.37,33.33,-0.46,137.0,0.02,0.09,,974.3,1383.5,1332.5,-0.01,0.1112
341139VBOX,8c66034b275cdff,Empty,8,7.896327373110367,-75.54862079516464,195.18,30.16,-0.22,136.57,-0.0,-0.06,,68.3,1327.5,1268.12,0.0112,0.1006
341139VBOX,8c66034b275cdff,Loaded,9,7.896327373110367,-75.54862079516464,11.54,34.39,-0.67,137.27,0.02,0.08,,974.3,1370.11,1318.44,-0.0122,0.129
341139VBOX,8c66034b275e1ff,Empty,1,7.896020647153767,-75.5489389807351,219.0,37.36,0.23,138.87,0.01,-0.07,,68.3,1298.0,1251.0,0.02,0.0156
341139VBOX,8c66034b275e3ff,Empty,8,7.895880813406587,-75.54883673616328,206.28,30.55,0.03,137.48,0.02,-0.02,,68.3,1041.12,973.88,-0.0025,0.102
341139VBOX,8c66034b275e3ff,Loaded,8,7.895880813406587,-75.54883673616328,46.71,31.08,-0.24,137.42,0.0,0.08,,974.3,1383.5,1332.5,-0.01,0.1037
341139VBOX,8c66034b275e7ff,Empty,4,7.895871793486862,-75.54901096131488,222.91,29.12,0.07,138.42,0.03,-0.05,,68.3,1325.0,1255.0,0.0025,0.0486
341139VBOX,8c66034b275e7ff,Loaded,3,7.895871793486862,-75.54901096131488,54.63,31.93,-0.12,136.88,-0.02,0.04,,974.3,1251.67,1223.33,-0.01,0.0399
341139VBOX,8c66034b275e9ff,Empty,1,7.896169500502661,-75.54886700025126,210.6,36.11,-0.29,138.3,0.02,-0.1,,68.3,1298.0,1251.0,0.0,0.015
341139VBOX,8c66034b275ebff,Empty,9,7.896029666959175,-75.54876475573445,211.96,32.59,0.05,136.81,0.02,-0.03,,68.3,1036.22,974.78,0.0111,0.1223
341139VBOX,8c66034b275ebff,Loaded,8,7.896029666959175,-75.54876475573445,34.23,31.88,-0.27,137.26,0.02,0.11,,974.3,1383.5,1332.5,-0.01,0.1064
341139VBOX,8c66034b27601ff,Loaded,26,7.897833921409856,-75.54755255219966,167.49,19.83,1.44,177.99,-0.02,0.0,,974.3,1068.23,1023.08,0.0623,0.2158
341139VBOX,8c66034b27603ff,Empty,2,7.89769409020632,-75.54745030834066,350.95,23.81,-1.48,181.46,0.05,-0.02,,68.3,1464.0,1405.0,-0.06,0.0199
341139VBOX,8c66034b27603ff,Loaded,15,7.89769409020632,-75.54745030834066,164.91,16.37,1.02,180.17,-0.02,0.01,,974.3,1268.73,1217.87,0.0633,0.103
341139VBOX,8c66034b27607ff,Loaded,7,7.897685071901957,-75.54762453117519,167.71,15.8,0.78,180.12,-0.03,-0.0,,974.3,857.71,810.0,0.0643,0.0464
341139VBOX,8c66034b27609ff,Loaded,1,7.897982770599742,-75.54748057332006,166.3,20.8,1.06,181.04,-0.02,0.0,,974.3,1630.0,1559.0,0.07,0.0087
341139VBOX,8c66034b2760dff,Loaded,14,7.897973752442788,-75.54765479602128,168.06,21.79,1.01,176.35,-0.01,-0.0,,974.3,975.93,932.79,0.06,0.1276
341139VBOX,8c66034b27615ff,Loaded,1,7.8975542588321685,-75.54734806444431,159.2,14.31,1.14,185.15,-0.01,0.0,,974.3,1630.0,1559.0,0.07,0.006
341139VBOX,8c66034b27633ff,Empty,1,7.897256558683553,-75.54749202227134,331.7,23.66,-1.59,179.38,-0.02,0.0,,68.3,1395.0,1333.0,-0.07,0.0099
341139VBOX,8c66034b27633ff,Loaded,5,7.897256558683553,-75.54749202227134,161.22,8.88,0.4,180.79,-0.02,0.0,,974.3,735.0,698.0,0.06,0.0188
341139VBOX,8c66034b27639ff,Empty,8,7.897545240494716,-75.5475222872612,346.4,20.92,-1.48,181.44,0.03,-0.02,,68.3,1361.5,1320.88,-0.0638,0.07
341139VBOX,8c66034b27639ff,Loaded,33,7.897545240494716,-75.5475222872612,163.1,14.69,1.07,180.54,-0.01,0.01,,974.3,1000.7,954.88,0.0621,0.2036
341139VBOX,8c66034b2763bff,Empty,14,7.897405408916868,-75.54742004330986,339.91,19.34,-1.27,182.36,0.01,-0.02,,68.3,1395.57,1346.64,-0.0636,0.1133
341139VBOX,8c66034b2763bff,Loaded,38,7.897405408916868,-75.54742004330986,156.86,12.53,0.89,181.55,-0.02,0.01,,974.3,1035.03,988.29,0.0589,0.2004
341139VBOX,8c66034b27645ff,Loaded,17,7.898262432087572,-75.54768506081598,169.78,23.03,1.22,175.59,-0.01,-0.01,,974.3,1119.88,1078.24,0.0518,0.1637
341139VBOX,8c66034b27647ff,Loaded,19,7.898122601428967,-75.5475828170867,168.21,22.44,1.24,175.45,-0.01,0.01,,974.3,1089.26,1044.37,0.0561,0.1783
341139VBOX,8c66034b2764dff,Loaded,14,7.898411280552031,-75.54761308192235,168.66,23.84,0.71,175.39,-0.0,0.0,,974.3,1308.36,1258.79,0.045,0.1394
341139VBOX,8c66034b27685ff,Loaded,24,7.896846080899485,-75.54701106713084,142.01,14.38,0.15,184.47,0.02,0.01,,974.3,978.67,937.21,0.0321,0.145
